Depth_m,Vp_km/s,Vs_km/s,GammaRay_api,Density_g/cc,Caliper_m,Swt_v/v,Phit_v/v,Vsh_v/v
1955.69,3.71,2.26,75.17,2.54,0.21,1.00,0.08,0.58
1955.84,3.69,2.17,73.28,2.53,0.21,1.00,0.08,0.56
1956.00,3.75,2.12,73.97,2.54,0.21,1.00,0.08,0.57
1956.15,3.90,2.12,76.58,2.57,0.21,1.00,0.07,0.59
1956.30,4.10,2.23,81.39,2.60,0.21,1.00,0.07,0.63
1956.45,4.13,2.41,86.11,2.61,0.21,1.00,0.08,0.68
1956.61,4.06,2.48,86.67,2.61,0.21,1.00,0.08,0.68
1956.76,4.06,2.42,82.16,2.59,0.21,1.00,0.08,0.64
1956.91,4.13,2.38,75.03,2.58,0.22,1.00,0.07,0.58
1957.06,4.24,2.40,68.27,2.58,0.22,1.00,0.07,0.51
1957.22,4.25,2.49,63.48,2.56,0.22,1.00,0.08,0.47
1957.37,4.12,2.53,60.33,2.53,0.22,1.00,0.08,0.44
1957.52,3.93,2.48,58.96,2.52,0.22,1.00,0.09,0.43
1957.67,3.71,2.34,60.70,2.50,0.22,1.00,0.09,0.44
1957.82,3.58,2.17,66.39,2.48,0.22,1.00,0.09,0.50
1957.98,3.61,2.07,74.60,2.48,0.21,1.00,0.09,0.57
1958.13,3.81,2.09,81.63,2.51,0.21,1.00,0.08,0.64
1958.28,3.97,2.19,84.88,2.56,0.21,1.00,0.08,0.66
1958.43,4.05,2.29,85.74,2.59,0.21,1.00,0.08,0.67
1958.59,4.10,2.34,87.00,2.59,0.21,1.00,0.08,0.68
1958.74,4.13,2.36,88.58,2.60,0.21,1.00,0.08,0.70
1958.89,4.15,2.37,89.43,2.60,0.21,1.00,0.08,0.70
1959.04,4.17,2.39,90.72,2.60,0.21,1.00,0.08,0.71
1959.20,4.18,2.43,92.35,2.60,0.21,1.00,0.09,0.73
1959.35,4.14,2.46,91.36,2.60,0.21,1.00,0.09,0.72
1959.50,4.08,2.45,87.52,2.60,0.21,1.00,0.08,0.69
1959.65,4.04,2.40,84.20,2.59,0.21,1.00,0.08,0.66
1959.81,4.02,2.34,82.89,2.58,0.21,1.00,0.08,0.65
1959.96,4.01,2.32,82.20,2.59,0.21,1.00,0.08,0.64
1960.11,4.00,2.33,81.01,2.60,0.21,1.00,0.08,0.63
1960.26,3.97,2.35,79.60,2.60,0.21,1.00,0.07,0.62
1960.42,3.95,2.32,78.52,2.58,0.21,1.00,0.07,0.61
1960.57,3.94,2.28,78.14,2.55,0.21,1.00,0.08,0.60
1960.72,3.93,2.30,78.99,2.54,0.21,1.00,0.08,0.61
1960.87,3.92,2.36,80.45,2.55,0.21,1.00,0.08,0.63
1961.03,3.81,2.40,79.77,2.55,0.21,1.00,0.08,0.62
1961.18,3.70,2.34,74.98,2.54,0.21,1.00,0.08,0.58
1961.33,3.69,2.19,69.09,2.53,0.21,1.00,0.08,0.52
1961.48,3.79,2.08,67.83,2.52,0.21,1.00,0.09,0.51
1961.63,3.90,2.08,73.44,2.53,0.21,1.00,0.09,0.56
1961.79,3.90,2.21,82.36,2.56,0.21,1.00,0.09,0.64
1961.94,3.80,2.29,87.84,2.57,0.21,1.00,0.08,0.69
1962.09,3.74,2.25,85.35,2.56,0.21,1.00,0.08,0.67
1962.24,3.73,2.18,77.96,2.54,0.21,1.00,0.09,0.60
1962.40,3.76,2.15,72.88,2.53,0.21,1.00,0.09,0.56
1962.55,3.75,2.19,71.61,2.53,0.21,1.00,0.09,0.55
1962.70,3.71,2.25,70.04,2.53,0.21,1.00,0.09,0.53
1962.85,3.72,2.25,66.75,2.52,0.21,1.00,0.10,0.50
1963.01,3.78,2.20,64.51,2.52,0.21,1.00,0.10,0.48
1963.16,3.84,2.16,64.88,2.52,0.21,1.00,0.10,0.48
1963.31,3.86,2.15,66.01,2.53,0.21,1.00,0.10,0.49
1963.46,3.84,2.18,65.60,2.53,0.21,1.00,0.10,0.49
1963.62,3.81,2.23,63.91,2.52,0.21,1.00,0.11,0.47
1963.77,3.77,2.25,62.62,2.50,0.21,1.00,0.11,0.46
1963.92,3.74,2.24,62.13,2.49,0.21,1.00,0.11,0.46
1964.07,3.73,2.15,62.54,2.49,0.21,1.00,0.11,0.46
1964.23,3.56,2.03,64.96,2.49,0.21,1.00,0.11,0.48
1964.38,3.28,1.93,70.38,2.48,0.21,1.00,0.10,0.53
1964.53,3.00,1.78,78.39,2.40,0.21,1.00,0.10,0.61
1964.68,2.94,1.66,87.29,2.28,0.21,1.00,0.10,0.69
1964.84,3.04,1.60,96.63,2.17,0.21,1.00,0.10,0.76
1964.99,3.09,1.61,107.36,2.18,0.21,0.98,0.12,0.85
1965.14,2.97,1.73,117.87,2.31,0.21,0.99,0.12,0.93
1965.29,2.72,1.82,123.67,2.44,0.21,1.00,0.11,0.98
1965.44,2.49,1.52,120.13,2.36,0.21,1.00,0.11,0.95
1965.60,2.33,1.20,104.26,2.05,0.22,0.96,0.12,0.83
1965.75,2.26,1.06,79.78,1.70,0.22,0.94,0.12,0.62
1965.90,2.26,1.00,57.37,1.45,0.24,1.00,0.12,0.41
1966.05,2.27,1.00,44.88,1.34,0.26,1.00,0.12,0.29
1966.21,2.29,1.02,41.07,1.31,0.25,1.00,0.12,0.25
1966.36,2.35,0.98,41.06,1.32,0.25,1.00,0.13,0.25
1966.51,2.47,0.96,45.00,1.37,0.24,1.00,0.13,0.29
1966.66,2.55,1.04,57.48,1.49,0.23,1.00,0.13,0.41
1966.82,2.54,1.17,76.66,1.68,0.23,1.00,0.13,0.59
1966.97,2.50,1.33,90.31,1.82,0.22,0.91,0.14,0.71
1967.12,2.51,1.41,91.28,1.82,0.22,0.89,0.15,0.72
1967.27,2.72,1.35,88.41,1.78,0.22,0.98,0.14,0.69
1967.43,3.16,1.25,92.41,1.86,0.22,0.99,0.14,0.73
1967.58,3.56,1.29,99.78,2.12,0.21,0.94,0.14,0.79
1967.73,3.78,1.77,102.82,2.43,0.21,0.99,0.12,0.82
1967.88,3.93,2.24,101.80,2.61,0.21,1.00,0.10,0.81
1968.04,4.00,2.23,99.54,2.66,0.21,1.00,0.10,0.79
1968.19,4.01,2.19,97.50,2.69,0.21,1.00,0.10,0.77
1968.34,4.05,2.15,98.10,2.69,0.21,1.00,0.10,0.78
1968.49,4.03,2.15,101.85,2.67,0.21,1.00,0.10,0.81
1968.65,3.49,2.19,105.32,2.63,0.21,1.00,0.11,0.84
1968.80,2.95,1.98,103.52,2.42,0.21,1.00,0.11,0.82
1968.95,2.71,1.54,92.87,2.04,0.22,1.00,0.12,0.73
1969.10,2.88,1.33,77.44,1.79,0.22,1.00,0.12,0.60
1969.25,3.35,1.31,67.70,1.74,0.22,1.00,0.12,0.51
1969.41,3.72,1.59,69.43,1.88,0.22,1.00,0.12,0.53
1969.56,3.92,1.92,79.26,2.21,0.21,1.00,0.12,0.61
1969.71,3.86,1.98,90.56,2.48,0.21,1.00,0.11,0.71
1969.86,3.70,1.92,99.92,2.56,0.21,1.00,0.11,0.79
1970.02,3.56,1.81,106.74,2.57,0.21,1.00,0.11,0.85
1970.17,3.44,1.70,110.38,2.58,0.21,1.00,0.12,0.88
1970.32,3.34,1.68,111.56,2.59,0.21,1.00,0.12,0.89
1970.47,3.27,1.68,113.83,2.59,0.21,1.00,0.11,0.90
1970.63,3.31,1.69,118.78,2.58,0.21,1.00,0.11,0.94
1970.78,3.32,1.69,122.97,2.55,0.21,1.00,0.11,0.97
1970.93,3.32,1.66,122.97,2.53,0.21,1.00,0.11,0.97
1971.08,3.36,1.66,120.07,2.55,0.21,1.00,0.11,0.95
1971.24,3.42,1.70,117.82,2.57,0.21,1.00,0.11,0.93
1971.39,3.46,1.76,117.36,2.58,0.21,1.00,0.11,0.93
1971.54,3.50,1.82,117.60,2.59,0.21,1.00,0.11,0.93
1971.69,3.58,1.86,117.35,2.60,0.21,1.00,0.11,0.93
1971.85,3.65,1.86,116.46,2.63,0.21,1.00,0.11,0.92
1972.00,3.62,1.79,115.37,2.64,0.21,1.00,0.11,0.92
1972.15,3.24,1.65,114.78,2.62,0.21,1.00,0.11,0.91
1972.30,2.87,1.49,115.22,2.53,0.21,1.00,0.11,0.91
1972.46,2.67,1.34,116.16,2.38,0.21,1.00,0.12,0.92
1972.61,2.60,1.25,116.63,2.25,0.21,1.00,0.13,0.93
1972.76,2.80,1.23,115.42,2.22,0.21,1.00,0.14,0.92
1972.91,3.06,1.29,110.36,2.37,0.21,1.00,0.15,0.88
1973.06,3.11,1.39,102.21,2.62,0.21,1.00,0.15,0.81
1973.22,3.01,1.44,98.09,2.69,0.21,1.00,0.16,0.78
1973.37,2.85,1.42,105.22,2.56,0.21,1.00,0.16,0.84
1973.52,2.83,1.38,120.08,2.44,0.21,1.00,0.14,0.95
1973.67,2.94,1.36,131.71,2.42,0.21,1.00,0.12,1.00
1973.83,2.98,1.40,134.59,2.47,0.21,1.00,0.11,1.00
1973.98,2.93,1.46,131.04,2.48,0.21,1.00,0.11,1.00
1974.13,2.91,1.44,125.32,2.45,0.21,1.00,0.11,0.99
1974.28,3.03,1.44,119.60,2.41,0.21,1.00,0.11,0.95
1974.44,3.44,1.49,114.49,2.44,0.21,1.00,0.12,0.91
1974.59,3.69,1.64,110.82,2.52,0.21,1.00,0.12,0.88
1974.74,3.62,1.86,109.35,2.59,0.21,1.00,0.12,0.87
1974.89,3.24,1.92,107.59,2.53,0.21,1.00,0.12,0.85
1975.05,2.92,1.70,101.74,2.30,0.21,1.00,0.13,0.81
1975.20,2.87,1.46,94.36,2.04,0.21,1.00,0.14,0.75
1975.35,3.26,1.40,91.47,1.94,0.21,1.00,0.14,0.72
1975.50,3.73,1.64,92.97,2.08,0.21,1.00,0.13,0.73
1975.66,3.97,2.06,94.00,2.35,0.21,1.00,0.12,0.74
1975.81,4.05,2.30,92.27,2.56,0.21,1.00,0.10,0.73
1975.96,4.01,2.32,89.00,2.64,0.21,1.00,0.09,0.70
1976.11,3.93,2.26,86.80,2.65,0.21,1.00,0.09,0.68
1976.27,3.84,2.20,89.27,2.62,0.21,1.00,0.09,0.70
1976.42,3.78,2.12,97.32,2.59,0.21,1.00,0.09,0.77
1976.57,3.76,2.07,106.16,2.59,0.21,1.00,0.10,0.84
1976.72,3.75,2.04,111.34,2.60,0.21,1.00,0.11,0.88
1976.87,3.74,2.02,113.21,2.62,0.21,1.00,0.11,0.90
1977.03,3.72,2.01,113.33,2.62,0.21,1.00,0.11,0.90
1977.18,3.71,2.00,112.28,2.62,0.21,1.00,0.11,0.89
1977.33,3.67,1.98,110.91,2.62,0.21,1.00,0.11,0.88
1977.48,3.63,1.94,109.83,2.61,0.21,1.00,0.11,0.87
1977.64,3.57,1.88,109.43,2.62,0.21,1.00,0.11,0.87
1977.79,3.51,1.82,110.07,2.62,0.21,1.00,0.11,0.87
1977.94,3.46,1.78,111.75,2.63,0.21,1.00,0.12,0.89
1978.09,3.40,1.74,114.41,2.63,0.21,1.00,0.11,0.91
1978.25,3.36,1.71,117.85,2.63,0.21,1.00,0.11,0.93
1978.40,3.32,1.67,120.47,2.63,0.21,1.00,0.11,0.95
1978.55,3.29,1.63,120.44,2.63,0.21,1.00,0.11,0.95
1978.70,3.32,1.66,118.61,2.63,0.21,1.00,0.11,0.94
1978.86,3.43,1.76,117.18,2.62,0.21,1.00,0.11,0.93
1979.01,3.61,1.91,116.11,2.59,0.21,1.00,0.11,0.92
1979.16,3.81,2.03,114.23,2.56,0.21,1.00,0.11,0.91
1979.31,3.92,2.11,111.81,2.56,0.21,1.00,0.11,0.89
1979.47,3.96,2.16,110.20,2.57,0.21,1.00,0.11,0.87
1979.62,3.98,2.20,109.68,2.58,0.21,1.00,0.11,0.87
1979.77,4.01,2.22,108.98,2.59,0.21,1.00,0.11,0.87
1979.92,4.07,2.25,107.44,2.59,0.21,1.00,0.11,0.85
