Depth_m,Vp_km/s,Vs_km/s,GammaRay_api,Density_g/cc,Caliper_m,Swt_v/v,Phit_v/v,Vsh_v/v
1694.63,3.69,2.16,70.77,2.47,0.21,1.00,0.11,0.54
1694.78,3.61,1.98,84.50,2.44,0.21,1.00,0.11,0.66
1694.93,3.42,1.77,100.82,2.43,0.22,1.00,0.11,0.80
1695.09,3.30,1.62,115.96,2.44,0.22,1.00,0.11,0.92
1695.24,3.34,1.58,129.25,2.48,0.22,1.00,0.11,1.00
1695.39,3.38,1.60,143.43,2.52,0.22,1.00,0.11,1.00
1695.54,3.39,1.64,158.01,2.55,0.22,1.00,0.11,1.00
1695.70,3.37,1.64,169.16,2.56,0.22,1.00,0.11,1.00
1695.85,3.31,1.60,174.92,2.56,0.21,1.00,0.11,1.00
1696.00,3.25,1.55,174.16,2.56,0.21,1.00,0.11,1.00
1696.15,3.24,1.56,164.50,2.56,0.22,1.00,0.11,1.00
1696.31,3.23,1.58,147.75,2.56,0.22,1.00,0.11,1.00
1696.46,3.15,1.54,132.14,2.55,0.21,1.00,0.11,1.00
1696.61,3.03,1.44,124.05,2.53,0.22,1.00,0.11,0.98
1696.76,2.93,1.33,121.61,2.51,0.22,1.00,0.11,0.96
1696.92,2.84,1.24,119.62,2.50,0.22,1.00,0.11,0.95
1697.07,2.76,1.20,116.40,2.50,0.22,1.00,0.12,0.92
1697.22,2.74,1.20,113.79,2.52,0.22,1.00,0.13,0.90
1697.37,2.79,1.25,113.29,2.52,0.22,1.00,0.13,0.90
1697.53,2.88,1.33,114.08,2.52,0.22,1.00,0.13,0.91
1697.68,3.00,1.44,114.71,2.51,0.22,1.00,0.12,0.91
1697.83,3.10,1.52,114.07,2.53,0.22,1.00,0.11,0.91
1697.98,3.20,1.56,111.35,2.54,0.22,1.00,0.11,0.88
1698.14,3.36,1.63,107.33,2.53,0.22,1.00,0.12,0.85
1698.29,3.51,1.73,103.78,2.53,0.22,1.00,0.12,0.82
1698.44,3.58,1.84,101.04,2.55,0.22,1.00,0.11,0.80
1698.59,3.61,1.92,98.07,2.57,0.22,1.00,0.11,0.78
1698.74,3.61,1.94,96.81,2.58,0.22,1.00,0.10,0.77
1698.90,3.61,1.94,96.85,2.59,0.22,1.00,0.10,0.77
1699.05,3.59,1.93,97.73,2.59,0.22,1.00,0.09,0.77
1699.20,3.58,1.93,96.80,2.60,0.22,1.00,0.09,0.77
1699.35,3.59,1.94,92.36,2.59,0.22,1.00,0.09,0.73
1699.51,3.59,1.96,88.86,2.59,0.22,1.00,0.09,0.70
1699.66,3.58,1.98,90.23,2.59,0.22,1.00,0.09,0.71
1699.81,3.56,1.99,94.13,2.59,0.22,1.00,0.09,0.74
1699.96,3.55,1.99,97.01,2.59,0.22,1.00,0.09,0.77
1700.12,3.54,1.99,98.11,2.59,0.21,1.00,0.09,0.78
1700.27,3.55,2.00,97.77,2.58,0.21,1.00,0.09,0.77
1700.42,3.56,2.01,94.85,2.58,0.21,1.00,0.09,0.75
1700.57,3.57,2.01,87.43,2.56,0.22,1.00,0.08,0.69
1700.73,3.56,1.97,78.01,2.54,0.22,1.00,0.08,0.60
1700.88,3.55,1.95,71.90,2.53,0.22,1.00,0.08,0.55
1701.03,3.60,1.95,72.50,2.53,0.22,1.00,0.09,0.55
1701.18,3.65,1.95,79.26,2.55,0.22,1.00,0.09,0.61
1701.34,3.66,1.94,87.16,2.57,0.21,1.00,0.09,0.68
1701.49,3.66,1.91,92.62,2.59,0.21,1.00,0.09,0.73
1701.64,3.59,1.85,96.51,2.59,0.21,1.00,0.10,0.76
1701.79,3.26,1.77,100.52,2.58,0.21,1.00,0.11,0.80
1701.95,2.85,2.40,104.31,2.56,0.21,1.00,0.12,0.83
1702.10,2.57,2.84,107.06,2.46,0.21,1.00,0.13,0.85
1702.25,2.40,2.46,105.49,2.19,0.21,1.00,0.14,0.84
1702.40,2.31,2.21,92.71,1.85,0.22,0.91,0.18,0.73
1702.55,2.29,2.08,69.97,1.57,0.22,0.97,0.17,0.53
1702.71,2.35,2.06,51.49,1.38,0.28,1.00,0.14,0.35
1702.86,2.53,2.13,51.13,1.49,0.27,1.00,0.13,0.35
1703.01,2.83,2.15,67.51,1.86,0.22,1.00,0.11,0.51
1703.16,3.13,1.92,85.11,2.24,0.21,1.00,0.11,0.67
1703.32,3.30,1.77,95.46,2.49,0.21,1.00,0.11,0.75
1703.47,3.35,1.75,100.85,2.55,0.21,1.00,0.10,0.80
1703.62,3.37,1.76,104.31,2.56,0.22,1.00,0.10,0.83
1703.77,3.39,1.78,106.58,2.57,0.22,1.00,0.10,0.85
1703.93,3.49,1.80,105.92,2.55,0.21,1.00,0.10,0.84
1704.08,3.65,1.86,99.88,2.54,0.22,1.00,0.10,0.79
1704.23,3.74,1.96,89.50,2.54,0.22,1.00,0.09,0.70
1704.38,3.76,2.01,79.83,2.56,0.22,1.00,0.09,0.62
1704.54,3.76,2.02,77.24,2.58,0.22,1.00,0.10,0.60
1704.69,3.61,2.01,84.34,2.58,0.22,1.00,0.10,0.66
1704.84,3.40,1.98,95.13,2.58,0.22,1.00,0.11,0.75
1704.99,3.22,1.79,101.38,2.57,0.22,1.00,0.11,0.80
1705.15,3.11,1.62,102.57,2.55,0.22,1.00,0.11,0.81
1705.30,3.11,1.52,103.76,2.53,0.22,1.00,0.12,0.82
1705.45,3.12,1.51,107.03,2.52,0.22,1.00,0.13,0.85
1705.60,3.00,1.45,110.66,2.45,0.22,1.00,0.12,0.88
1705.76,2.89,1.38,113.26,2.35,0.22,1.00,0.12,0.90
1705.91,2.90,1.33,113.40,2.30,0.22,1.00,0.12,0.90
1706.06,2.99,1.39,110.14,2.34,0.22,1.00,0.12,0.87
1706.21,3.13,1.50,107.11,2.45,0.22,1.00,0.12,0.85
1706.36,3.16,1.57,106.03,2.51,0.22,1.00,0.11,0.84
1706.52,3.18,1.59,101.93,2.53,0.22,1.00,0.11,0.81
1706.67,3.44,1.65,93.15,2.54,0.22,1.00,0.10,0.74
1706.82,3.64,1.81,84.34,2.55,0.22,1.00,0.10,0.66
1706.97,3.70,2.00,79.35,2.57,0.22,1.00,0.11,0.62
1707.13,3.83,2.10,79.40,2.58,0.22,1.00,0.10,0.62
1707.28,3.97,2.18,82.34,2.58,0.22,1.00,0.11,0.64
1707.43,3.99,2.29,84.77,2.57,0.22,1.00,0.11,0.66
1707.58,3.33,2.20,87.86,2.45,0.21,1.00,0.12,0.69
1707.74,2.72,1.82,92.53,2.17,0.22,0.95,0.16,0.73
1707.89,2.42,1.63,92.85,1.82,0.22,0.81,0.19,0.73
1708.04,2.29,1.81,81.56,1.52,0.23,0.75,0.21,0.64
1708.19,2.33,1.92,61.17,1.41,0.24,0.87,0.19,0.45
1708.35,2.76,2.12,44.42,1.54,0.24,1.00,0.16,0.28
1708.50,3.31,1.99,42.38,1.96,0.22,1.00,0.13,0.26
1708.65,3.51,1.86,54.42,2.35,0.22,1.00,0.12,0.38
1708.80,3.50,1.88,71.32,2.49,0.22,1.00,0.11,0.54
1708.96,3.37,1.83,86.24,2.51,0.22,1.00,0.10,0.68
1709.11,3.30,1.75,96.56,2.51,0.22,1.00,0.09,0.76
1709.26,3.44,1.73,100.70,2.52,0.22,1.00,0.09,0.80
1709.41,3.59,1.85,97.96,2.52,0.22,1.00,0.09,0.78
1709.57,3.58,2.02,88.57,2.49,0.22,1.00,0.09,0.70
1709.72,3.50,2.10,75.49,2.45,0.22,1.00,0.09,0.58
1709.87,3.44,2.07,64.54,2.40,0.22,1.00,0.10,0.48
1710.02,3.43,2.02,58.54,2.37,0.22,1.00,0.10,0.42
1710.17,3.46,1.98,56.24,2.36,0.22,1.00,0.11,0.40
1710.33,3.48,1.97,55.85,2.37,0.22,1.00,0.12,0.40
1710.48,3.45,1.99,55.48,2.37,0.22,1.00,0.12,0.39
1710.63,3.42,1.98,54.78,2.37,0.22,1.00,0.12,0.39
1710.78,3.44,1.97,56.49,2.39,0.22,1.00,0.12,0.40
1710.94,3.50,1.95,62.47,2.41,0.22,1.00,0.12,0.46
1711.09,3.57,1.97,70.54,2.43,0.21,0.95,0.11,0.54
1711.24,3.61,2.01,77.94,2.45,0.21,0.92,0.11,0.60
1711.39,3.61,2.03,84.02,2.47,0.22,0.93,0.10,0.66
1711.55,3.60,2.04,88.54,2.48,0.22,0.93,0.09,0.70
1711.70,3.59,2.05,91.03,2.48,0.22,0.99,0.08,0.72
1711.85,3.59,2.05,91.43,2.48,0.22,1.00,0.08,0.72
1712.00,3.58,2.06,89.65,2.48,0.22,1.00,0.08,0.71
1712.16,3.56,2.05,86.12,2.48,0.22,1.00,0.08,0.68
1712.31,3.54,2.04,82.75,2.47,0.22,1.00,0.08,0.65
1712.46,3.53,2.02,80.74,2.46,0.22,1.00,0.08,0.63
1712.61,3.54,2.01,78.64,2.46,0.22,1.00,0.08,0.61
1712.77,3.57,2.00,76.06,2.46,0.21,1.00,0.09,0.59
1712.92,3.59,2.01,74.42,2.48,0.22,1.00,0.09,0.57
1713.07,3.60,2.02,73.11,2.49,0.22,1.00,0.09,0.56
1713.22,3.62,2.04,72.17,2.49,0.22,1.00,0.09,0.55
1713.38,3.64,2.06,73.41,2.50,0.21,1.00,0.09,0.56
1713.53,3.68,2.08,75.66,2.51,0.21,1.00,0.09,0.58
1713.68,3.68,2.08,76.67,2.53,0.21,1.00,0.09,0.59
1713.83,3.66,2.06,78.26,2.55,0.21,1.00,0.09,0.61
1713.98,3.69,2.03,82.02,2.57,0.21,1.00,0.09,0.64
1714.14,3.78,2.07,84.64,2.59,0.21,1.00,0.09,0.66
1714.29,3.96,2.16,83.83,2.58,0.21,1.00,0.09,0.66
1714.44,3.95,2.18,82.92,2.56,0.21,1.00,0.09,0.65
1714.59,3.62,2.06,85.88,2.53,0.21,1.00,0.10,0.67
1714.75,3.26,1.78,91.16,2.50,0.21,1.00,0.11,0.72
1714.90,3.08,1.59,94.92,2.50,0.21,1.00,0.11,0.75
1715.05,3.07,1.52,96.91,2.52,0.21,1.00,0.12,0.77
1715.20,3.19,1.57,99.02,2.54,0.21,1.00,0.11,0.78
1715.36,3.30,1.62,101.40,2.57,0.21,1.00,0.11,0.80
1715.51,3.32,1.62,102.66,2.58,0.21,1.00,0.11,0.81
1715.66,3.30,1.63,101.85,2.58,0.21,1.00,0.12,0.81
1715.81,3.31,1.65,99.76,2.59,0.21,1.00,0.12,0.79
1715.97,3.37,1.68,97.39,2.58,0.21,1.00,0.12,0.77
1716.12,3.45,1.73,94.30,2.57,0.21,1.00,0.11,0.75
1716.27,3.48,1.75,90.64,2.56,0.21,1.00,0.11,0.71
1716.42,3.46,1.75,88.54,2.57,0.21,1.00,0.12,0.70
1716.58,3.42,1.73,89.42,2.57,0.21,1.00,0.12,0.70
1716.73,3.38,1.73,92.10,2.57,0.21,1.00,0.12,0.73
1716.88,3.31,1.72,94.33,2.56,0.21,1.00,0.12,0.75
1717.03,3.17,1.67,95.70,2.54,0.21,1.00,0.12,0.76
1717.19,3.04,1.55,95.63,2.54,0.21,1.00,0.13,0.76
1717.34,2.95,1.46,90.36,2.55,0.21,1.00,0.13,0.71
1717.49,3.01,1.45,78.65,2.57,0.21,1.00,0.13,0.61
1717.64,3.11,1.60,64.93,2.54,0.21,1.00,0.14,0.48
1717.79,3.13,1.73,53.46,2.43,0.21,1.00,0.16,0.37
1717.95,3.09,1.75,45.74,2.33,0.21,0.97,0.19,0.29
1718.10,3.06,1.72,41.69,2.28,0.21,0.85,0.23,0.25
1718.25,3.04,1.68,40.04,2.25,0.21,0.79,0.25,0.24
1718.40,3.01,1.66,39.20,2.24,0.21,0.79,0.26,0.23
1718.56,2.97,1.64,38.46,2.23,0.21,0.79,0.25,0.22
1718.71,2.94,1.63,38.30,2.22,0.21,0.78,0.25,0.22
1718.86,2.94,1.61,38.82,2.24,0.21,0.72,0.25,0.22
1719.01,2.96,1.60,39.17,2.25,0.21,0.67,0.25,0.23
1719.17,2.96,1.61,39.16,2.26,0.22,0.64,0.25,0.23
1719.32,2.95,1.61,39.11,2.24,0.22,0.62,0.25,0.23
1719.47,2.93,1.61,38.92,2.23,0.21,0.62,0.25,0.22
1719.62,2.92,1.61,38.86,2.22,0.21,0.64,0.24,0.22
1719.78,2.93,1.61,39.51,2.22,0.21,0.68,0.22,0.23
1719.93,2.94,1.61,40.39,2.20,0.21,0.70,0.21,0.24
1720.08,2.99,1.60,40.37,2.20,0.21,0.69,0.21,0.24
1720.23,3.07,1.65,38.94,2.23,0.21,0.68,0.21,0.22
1720.39,3.13,1.76,36.86,2.27,0.21,0.68,0.21,0.20
1720.54,3.13,1.84,35.31,2.28,0.21,0.72,0.20,0.18
1720.69,3.15,1.83,34.34,2.28,0.21,0.72,0.21,0.17
1720.84,3.19,1.80,33.00,2.28,0.21,0.74,0.21,0.16
1721.00,3.23,1.80,31.32,2.28,0.21,0.76,0.21,0.14
1721.15,3.20,1.82,30.34,2.28,0.21,0.75,0.23,0.13
1721.30,3.07,1.81,30.56,2.26,0.21,0.71,0.24,0.13
1721.45,3.01,1.75,31.49,2.24,0.21,0.68,0.26,0.14
1721.60,3.00,1.70,31.80,2.23,0.21,0.67,0.26,0.15
1721.76,2.99,1.69,31.02,2.23,0.21,0.68,0.26,0.14
1721.91,3.01,1.68,30.26,2.22,0.21,0.70,0.26,0.13
1722.06,3.07,1.68,30.01,2.22,0.21,0.72,0.25,0.13
1722.21,3.15,1.67,29.48,2.22,0.21,0.75,0.24,0.12
1722.37,3.11,1.67,28.56,2.23,0.21,0.74,0.25,0.11
1722.52,3.11,1.67,28.63,2.24,0.21,0.73,0.25,0.11
1722.67,3.16,1.69,30.33,2.26,0.21,0.72,0.25,0.13
1722.82,3.30,1.76,32.35,2.26,0.21,0.68,0.25,0.15
1722.98,3.42,1.87,33.44,2.25,0.21,0.65,0.24,0.16
1723.13,3.37,1.91,33.40,2.24,0.21,0.64,0.24,0.16
1723.28,3.24,1.83,32.82,2.22,0.21,0.66,0.22,0.16
1723.43,3.15,1.75,32.84,2.20,0.22,0.69,0.21,0.16
1723.59,3.07,1.72,34.37,2.19,0.21,0.69,0.21,0.17
1723.74,2.97,1.69,37.51,2.21,0.21,0.67,0.20,0.21
1723.89,2.89,1.63,41.43,2.25,0.21,0.66,0.20,0.25
1724.04,2.81,1.54,44.48,2.28,0.22,0.62,0.21,0.28
1724.20,2.77,1.46,44.54,2.30,0.22,0.58,0.21,0.28
1724.35,2.77,1.41,40.42,2.27,0.22,0.58,0.21,0.24
1724.50,2.80,1.39,34.70,2.23,0.21,0.62,0.22,0.18
1724.65,2.87,1.45,31.52,2.23,0.21,0.72,0.21,0.14
1724.81,2.94,1.56,32.05,2.25,0.22,0.77,0.20,0.15
1724.96,2.97,1.66,34.80,2.27,0.21,0.74,0.20,0.18
1725.11,2.96,1.70,38.46,2.28,0.21,0.71,0.20,0.22
1725.26,2.93,1.67,42.47,2.29,0.21,0.69,0.20,0.26
1725.41,2.93,1.62,45.28,2.27,0.21,0.65,0.21,0.29
1725.57,2.95,1.59,44.88,2.24,0.21,0.63,0.23,0.29
1725.72,2.96,1.59,41.86,2.22,0.22,0.62,0.24,0.25
1725.87,2.94,1.60,39.24,2.20,0.22,0.61,0.25,0.23
1726.02,2.93,1.60,38.17,2.20,0.22,0.62,0.26,0.22
1726.18,2.87,1.60,37.35,2.19,0.22,0.63,0.26,0.21
1726.33,2.83,1.58,36.28,2.19,0.22,0.62,0.26,0.20
1726.48,2.84,1.56,35.50,2.19,0.22,0.63,0.26,0.19
1726.63,2.86,1.56,35.09,2.19,0.21,0.66,0.25,0.18
1726.79,2.88,1.57,35.11,2.21,0.21,0.69,0.25,0.18
1726.94,2.90,1.59,35.25,2.21,0.21,0.69,0.25,0.18
1727.09,2.89,1.60,34.97,2.21,0.21,0.69,0.25,0.18
1727.24,2.87,1.58,34.67,2.19,0.21,0.69,0.26,0.18
1727.40,2.86,1.55,34.57,2.19,0.21,0.68,0.26,0.18
1727.55,2.85,1.54,34.10,2.19,0.21,0.68,0.27,0.17
1727.70,2.85,1.53,33.79,2.19,0.21,0.69,0.27,0.17
1727.85,2.85,1.52,35.04,2.19,0.21,0.68,0.27,0.18
1728.01,2.85,1.52,37.04,2.18,0.21,0.67,0.27,0.20
1728.16,2.85,1.52,37.83,2.18,0.21,0.66,0.26,0.21
1728.31,2.85,1.52,37.16,2.15,0.21,0.66,0.26,0.20
1728.46,2.86,1.51,36.30,2.12,0.21,0.69,0.25,0.20
1728.62,2.89,1.51,35.96,2.12,0.21,0.70,0.25,0.19
1728.77,2.94,1.53,35.44,2.14,0.21,0.68,0.25,0.19
1728.92,2.96,1.55,34.30,2.17,0.21,0.65,0.26,0.17
1729.07,2.93,1.57,33.54,2.17,0.21,0.66,0.25,0.17
1729.22,2.87,1.56,33.62,2.15,0.21,0.71,0.23,0.17
1729.38,2.82,1.53,33.52,2.12,0.21,0.74,0.22,0.17
1729.53,2.80,1.52,33.49,2.11,0.21,0.79,0.21,0.17
1729.68,2.82,1.51,35.41,2.13,0.21,0.74,0.21,0.19
1729.83,2.84,1.51,39.17,2.17,0.21,0.67,0.22,0.23
1729.99,2.85,1.52,41.98,2.21,0.21,0.62,0.23,0.26
1730.14,2.87,1.52,42.27,2.24,0.21,0.61,0.24,0.26
1730.29,3.07,1.53,41.25,2.26,0.22,0.62,0.24,0.25
1730.44,3.25,1.64,39.83,2.28,0.22,0.61,0.24,0.23
1730.60,3.25,1.79,38.07,2.28,0.21,0.62,0.24,0.21
1730.75,3.13,1.82,37.15,2.27,0.21,0.64,0.24,0.20
1730.90,2.99,1.74,37.06,2.25,0.21,0.63,0.24,0.20
1731.05,2.96,1.66,35.41,2.22,0.21,0.64,0.24,0.19
1731.21,2.97,1.65,32.29,2.20,0.21,0.69,0.23,0.15
1731.36,2.97,1.67,30.31,2.20,0.21,0.77,0.21,0.13
1731.51,2.96,1.67,29.46,2.21,0.21,0.82,0.20,0.12
1731.66,2.91,1.65,28.22,2.23,0.21,0.88,0.19,0.11
1731.82,2.82,1.59,26.98,2.22,0.21,0.96,0.17,0.09
1731.97,2.76,1.52,27.03,2.18,0.21,0.96,0.17,0.09
1732.12,2.77,1.46,28.96,2.14,0.21,0.85,0.19,0.12
1732.27,2.84,1.45,31.52,2.14,0.21,0.76,0.21,0.14
1732.43,2.92,1.54,32.54,2.16,0.21,0.70,0.22,0.15
1732.58,2.96,1.64,31.67,2.20,0.21,0.68,0.23,0.15
1732.73,2.93,1.67,30.71,2.22,0.21,0.71,0.24,0.13
1732.88,2.93,1.57,30.76,2.22,0.21,0.73,0.24,0.14
1733.03,2.93,1.47,32.54,2.19,0.21,0.75,0.23,0.15
1733.19,2.97,1.44,37.34,2.14,0.21,0.80,0.21,0.21
1733.34,3.10,1.45,44.25,2.11,0.21,0.87,0.19,0.28
1733.49,3.11,1.57,49.73,2.12,0.21,0.93,0.18,0.33
1733.64,2.91,1.75,51.51,2.14,0.21,0.99,0.16,0.35
1733.80,2.71,1.85,52.64,2.12,0.21,1.00,0.14,0.36
1733.95,2.62,1.88,59.68,2.08,0.21,1.00,0.14,0.43
1734.10,2.67,1.91,72.48,2.11,0.21,1.00,0.13,0.55
1734.25,2.97,1.94,82.40,2.25,0.21,1.00,0.12,0.64
1734.41,3.24,1.88,84.68,2.39,0.21,1.00,0.12,0.66
1734.56,3.29,1.85,82.12,2.44,0.21,1.00,0.12,0.64
1734.71,3.30,1.85,78.29,2.44,0.21,1.00,0.12,0.61
1734.86,3.30,1.84,75.67,2.43,0.21,1.00,0.12,0.58
1735.02,3.30,1.85,74.35,2.42,0.21,1.00,0.13,0.57
1735.17,3.31,1.88,70.96,2.41,0.21,0.97,0.14,0.54
1735.32,3.30,1.92,64.19,2.38,0.21,0.94,0.15,0.48
1735.47,3.30,1.94,57.00,2.35,0.21,0.97,0.16,0.41
1735.63,3.30,1.93,51.69,2.34,0.21,0.98,0.16,0.35
1735.78,3.31,1.92,48.76,2.33,0.21,0.89,0.18,0.32
1735.93,3.33,1.93,48.57,2.33,0.21,0.84,0.19,0.32
1736.08,3.33,1.94,49.87,2.33,0.21,0.86,0.19,0.34
1736.24,3.32,1.94,49.30,2.32,0.21,0.85,0.20,0.33
1736.39,3.30,1.93,44.95,2.31,0.21,0.84,0.20,0.29
1736.54,3.27,1.92,39.33,2.29,0.21,0.81,0.22,0.23
1736.69,3.26,1.90,36.41,2.29,0.21,0.79,0.22,0.20
1736.84,3.26,1.87,36.84,2.29,0.21,0.78,0.22,0.20
1737.00,3.28,1.84,39.48,2.31,0.21,0.77,0.21,0.23
1737.15,3.32,1.84,43.83,2.34,0.21,0.76,0.21,0.27
1737.30,3.35,1.87,47.22,2.36,0.21,0.77,0.20,0.31
1737.45,3.37,1.91,46.21,2.34,0.21,0.79,0.20,0.30
1737.61,3.38,1.92,41.47,2.30,0.21,0.79,0.20,0.25
1737.76,3.41,1.93,36.77,2.29,0.21,0.76,0.21,0.20
1737.91,3.44,1.93,35.00,2.29,0.21,0.75,0.21,0.18
1738.06,3.46,1.94,36.58,2.30,0.21,0.76,0.20,0.20
1738.22,3.46,1.95,39.30,2.30,0.21,0.77,0.19,0.23
1738.37,3.46,1.97,40.17,2.30,0.21,0.82,0.17,0.24
1738.52,3.52,2.00,38.21,2.30,0.21,0.83,0.17,0.22
1738.67,3.59,2.06,35.07,2.33,0.21,0.76,0.18,0.18
1738.83,3.61,2.10,32.56,2.34,0.21,0.77,0.18,0.16
1738.98,3.59,2.09,31.40,2.35,0.21,0.80,0.18,0.14
1739.13,3.53,2.06,31.77,2.34,0.21,0.78,0.19,0.15
1739.28,3.49,2.04,33.06,2.33,0.21,0.72,0.20,0.16
1739.44,3.46,2.04,33.82,2.32,0.21,0.68,0.21,0.17
1739.59,3.48,2.04,33.72,2.32,0.21,0.67,0.21,0.17
1739.74,3.52,2.06,33.66,2.32,0.21,0.68,0.20,0.17
1739.89,3.58,2.10,33.24,2.33,0.21,0.71,0.19,0.16
1740.05,3.74,2.13,32.50,2.33,0.21,0.77,0.18,0.15
1740.20,3.91,2.19,32.08,2.35,0.21,0.82,0.17,0.15
1740.35,3.99,2.27,31.79,2.40,0.21,0.85,0.17,0.15
1740.50,3.86,2.30,32.68,2.42,0.21,0.86,0.17,0.16
1740.65,3.66,2.25,35.56,2.41,0.21,0.81,0.17,0.19
1740.81,3.53,2.15,39.04,2.38,0.21,0.75,0.18,0.22
1740.96,3.46,2.06,40.96,2.36,0.21,0.74,0.19,0.24
1741.11,3.41,2.02,40.88,2.34,0.21,0.72,0.20,0.24
1741.26,3.39,2.00,40.29,2.32,0.21,0.71,0.21,0.24
1741.42,3.40,1.97,39.71,2.31,0.21,0.70,0.20,0.23
1741.57,3.44,1.97,38.88,2.31,0.21,0.70,0.20,0.22
1741.72,3.45,2.00,38.66,2.33,0.21,0.68,0.20,0.22
1741.87,3.43,2.02,39.42,2.33,0.21,0.68,0.20,0.23
1742.03,3.40,2.00,40.06,2.32,0.21,0.73,0.19,0.24
1742.18,3.39,1.96,39.62,2.31,0.21,0.76,0.19,0.23
1742.33,3.39,1.95,38.59,2.30,0.21,0.75,0.20,0.22
1742.48,3.38,1.96,38.07,2.30,0.21,0.74,0.21,0.21
1742.64,3.36,1.97,37.82,2.30,0.21,0.72,0.21,0.21
1742.79,3.35,1.97,37.75,2.30,0.21,0.74,0.20,0.21
1742.94,3.36,1.95,38.83,2.30,0.21,0.74,0.20,0.22
1743.09,3.36,1.95,41.02,2.30,0.21,0.73,0.20,0.25
1743.25,3.36,1.95,43.45,2.31,0.21,0.71,0.20,0.27
1743.40,3.35,1.95,45.46,2.30,0.21,0.70,0.20,0.29
1743.55,3.33,1.93,46.14,2.29,0.21,0.71,0.21,0.30
1743.70,3.31,1.91,44.46,2.28,0.21,0.72,0.22,0.28
1743.86,3.28,1.89,41.00,2.28,0.21,0.72,0.23,0.25
1744.01,3.25,1.88,37.99,2.26,0.21,0.70,0.24,0.21
1744.16,3.24,1.88,36.69,2.24,0.21,0.68,0.25,0.20
1744.31,3.24,1.88,36.32,2.23,0.21,0.69,0.25,0.20
1744.46,3.26,1.90,36.17,2.23,0.21,0.71,0.24,0.19
1744.62,3.27,1.92,36.09,2.24,0.21,0.72,0.24,0.19
1744.77,3.27,1.94,35.41,2.26,0.21,0.72,0.23,0.19
1744.92,3.26,1.96,33.72,2.27,0.21,0.74,0.22,0.17
1745.07,3.27,1.96,31.96,2.28,0.21,0.78,0.21,0.15
1745.23,3.26,1.97,31.35,2.28,0.21,0.85,0.20,0.14
1745.38,3.24,1.98,31.69,2.28,0.21,0.90,0.19,0.15
1745.53,3.21,1.97,31.80,2.28,0.21,0.97,0.18,0.15
1745.68,3.22,2.05,31.70,2.27,0.21,1.00,0.16,0.15
1745.84,3.40,2.21,32.52,2.28,0.21,1.00,0.15,0.15
1745.99,3.51,2.39,35.22,2.29,0.21,1.00,0.14,0.18
1746.14,3.19,2.61,41.96,2.26,0.21,1.00,0.14,0.26
1746.29,2.88,2.87,55.64,2.20,0.21,1.00,0.13,0.39
1746.45,2.78,3.19,74.66,2.20,0.21,1.00,0.13,0.57
1746.60,2.89,2.41,90.82,2.28,0.21,1.00,0.13,0.72
1746.75,3.27,1.87,97.38,2.40,0.21,1.00,0.13,0.77
1746.90,3.56,1.82,96.21,2.50,0.21,1.00,0.11,0.76
1747.06,3.62,1.92,93.68,2.55,0.21,1.00,0.11,0.74
1747.21,3.64,1.95,93.21,2.58,0.21,1.00,0.10,0.74
1747.36,3.64,1.97,93.88,2.59,0.21,1.00,0.10,0.74
1747.51,3.59,1.98,93.98,2.58,0.21,1.00,0.10,0.74
1747.67,3.53,1.97,93.29,2.57,0.21,1.00,0.10,0.74
1747.82,3.48,1.93,92.42,2.58,0.21,1.00,0.09,0.73
1747.97,3.48,1.90,91.69,2.59,0.22,1.00,0.09,0.72
1748.12,3.49,1.89,91.15,2.59,0.22,1.00,0.09,0.72
1748.27,3.51,1.89,90.86,2.58,0.22,1.00,0.10,0.72
1748.43,3.51,1.89,90.55,2.57,0.22,1.00,0.10,0.71
1748.58,3.52,1.90,89.84,2.56,0.21,1.00,0.10,0.71
1748.73,3.53,1.93,89.15,2.55,0.21,1.00,0.10,0.70
1748.88,3.54,1.96,88.56,2.54,0.21,1.00,0.10,0.70
1749.04,3.53,1.98,87.30,2.54,0.21,1.00,0.10,0.69
1749.19,3.51,1.97,85.77,2.54,0.21,1.00,0.09,0.67
1749.34,3.49,1.95,85.69,2.55,0.21,1.00,0.09,0.67
1749.49,3.50,1.95,86.81,2.56,0.21,1.00,0.09,0.68
1749.65,3.51,1.97,85.94,2.56,0.22,1.00,0.09,0.67
1749.80,3.50,2.02,80.64,2.53,0.21,1.00,0.10,0.63
1749.95,3.47,2.05,71.46,2.48,0.21,1.00,0.11,0.54
1750.10,3.44,2.03,60.92,2.44,0.21,0.96,0.13,0.44
1750.26,3.43,2.00,51.98,2.39,0.21,0.91,0.15,0.36
1750.41,3.44,1.98,46.19,2.36,0.21,0.92,0.15,0.30
1750.56,3.45,1.97,43.01,2.35,0.21,0.91,0.15,0.27
1750.71,3.47,1.98,42.25,2.35,0.21,0.86,0.15,0.26
1750.87,3.52,1.99,44.59,2.37,0.21,0.79,0.16,0.28
1751.02,3.57,1.99,48.47,2.38,0.21,0.74,0.16,0.32
1751.17,3.59,2.01,50.49,2.38,0.21,0.72,0.16,0.34
1751.32,3.60,2.01,49.08,2.37,0.21,0.70,0.17,0.33
1751.48,3.59,2.02,45.63,2.36,0.21,0.68,0.18,0.29
1751.63,3.62,2.04,42.19,2.33,0.21,0.69,0.18,0.26
1751.78,3.69,2.10,40.10,2.35,0.21,0.72,0.18,0.24
